,Review,Brand,Variety,Style,Country,Stars
1527,1053,a-sha dry noodle,dry noodle tainan noodle - sesame sauce,pack,taiwan,4.0
1528,1052,a-sha dry noodle,dry noodle hakka noodle - chili sauce,pack,taiwan,4.25
1529,1051,maruchan,seimen japanese instant ramen noodles soy sauce taste,pack,japan,3.75
1530,1050,knorr,japanese pork bone flavour quick serve macaroni,pack,hong kong,3.0
1531,1049,mr. noodles,bowl beef simulated flavor,bowl,canada,2.0
1532,1048,ottogi,cheese bokki,cup,south korea,3.5
1533,1047,new touch,yakisoba noodle,tray,japan,4.0
1534,1046,myojo,stir fry noodles japanese style noodles with sauce,pack,usa,4.0
1535,1045,nissin,chow mein chicken,tray,usa,3.5
1536,1044,nongshim,shin ramyun noodle spicy mushroom,bowl,china,3.25
1537,1043,chewy,rice vermicelli satay chicken,pack,china,3.0
1538,1042,nongshim,potato pork ramyun,pack,china,5.0
1539,1041,ko-lee,instant noodles super chow mein,pack,uk,4.0
1540,1040,western family,instant noodles vegetable flavour,pack,canada,1.0
1541,1039,maruchan,bowl hot & spicy shrimp flavor ramen noodles with vegetables,bowl,usa,4.25
1542,1038,itomen,chanponmen,pack,japan,4.25
1543,1037,emart,dare you habanero jjamppong,pack,south korea,4.0
1544,1036,golden wheat,korean style spicy shrimp noodle soup,bowl,china,3.5
1545,1035,wei lih,spicy sichuan flavor instant noodle,bowl,taiwan,3.5
1546,1034,western family,instant noodles in a cup spicy chicken,cup,canada,2.25
1547,1033,nissin,king cup noodle bbq chicken & onion,cup,japan,3.75
1548,1032,mama,authentic thai cuisine pad thai,pack,thailand,4.0
1549,1031,homyeondang,premium noodle house don ramyun,pack,south korea,4.0
1550,1030,samyang foods,60 ingredients assorted vegetable sk version,pack,south korea,3.75
1551,1029,samyang foods,nagasaki crab jjampong,pack,south korea,5.0
1552,1028,samyang foods,buldalk bokkeummyeon (hot fried chicken ramyun),pack,south korea,4.0
1553,1027,samyang foods,yukgaejang beef ramyun,bowl,south korea,4.0
1554,1026,samyang foods,bajirak kalgugsu,pack,south korea,3.75
1555,1025,samyang foods,hot chacharoni,pack,south korea,3.75
1556,1024,homyeondang,premium noodle house tofu fried noodle,pack,south korea,3.5
1557,1023,samyang foods,samyang ramyun,pack,south korea,4.5
1558,1022,homyeondang,premuim noodle house crab jjampong,pack,south korea,5.0
1559,1021,samyang foods,beef flavor ramyun (sk version),pack,south korea,4.25
1560,1020,samyang foods,nagasaki jjampong,bowl,south korea,4.75
1561,1019,samyang foods,kimchi ramyun (sk version),pack,south korea,4.0
1562,1018,samyang foods,ganjjampong,pack,south korea,4.25
1563,1017,samyang foods,sutah (sk version),pack,south korea,3.75
1564,1016,nissin,big cup noodles habanero lime chicken flavor ramen noodle soup,cup,usa,3.5
1565,1015,tradition,oriental style ramen noodle soup,pack,usa,2.75
1566,1014,nissin,king spa oh peperoncino spaghetti (日清生タイプspa王 ペペロンチーノ),bowl,japan,4.25
1567,1013,vina acecook,oh! ricey hủ tiếu sườn heo (pork spareribs flavour),pack,vietnam,3.5
1568,1012,unox,good noodles oosterse kip (oriental chicken),pack,holland,3.5
1569,1011,maruchan,bowl hot & spicy chicken flavor ramen noodles with vegetables,bowl,usa,4.0
1570,1010,golden wheat,korean style spicy beef noodle soup,bowl,china,3.75
1571,1009,western family,instant noodles in a cup oriental,cup,canada,2.0
1572,1008,ottogi,sesame flavor noodle bowl,bowl,south korea,3.5
1573,1007,nissin,demae ramen sesame oil flavour noodles with soup base,bowl,hong kong,4.5
1574,1006,amino,barszcz czerwony (borscht),pack,poland,4.0
1575,1005,four seas,chicken flavour,bowl,china,2.75
1576,1004,wai wai,artificial pork flavour,pack,thailand,3.0
1577,1003,nissin,chow mein spicy teriyaki beef,tray,usa,4.5
1578,1002,mr. noodles,bowl spicy chicken simulated flavour,bowl,canada,2.0
1579,1001,paldo,доширак (dosirac) beef flavor,pack,south korea,3.5
1580,1000,maruchan,yakisoba beef taco flavor,tray,usa,4.25
1581,999,pot noodle,tony's doner kebab,cup,uk,1.5
1582,998,nongshim,shin ramyun black spicy beef,cup,south korea,4.5
1583,997,sakurai foods,miso stew instant udon (winter),pack,japan,4.25
1584,996,maruchan,bowl chicken flavor,bowl,usa,4.0
1585,995,ko-lee,instant noodles beef,pack,uk,3.0
1586,994,wai wai,tom yum shrimp flavour,pack,thailand,3.25
1587,993,unox,sate,pack,holland,3.5
1588,992,prima taste,singapore laksa la mian,pack,singapore,5.0
1589,991,prima taste,singapore curry la mian,pack,singapore,5.0
1590,990,nissin,pan asian kitchen spicy pad thai,tray,usa,2.75
1591,989,gs25,gonghwachun jjamppong,pack,south korea,4.0
1592,988,amino,ogorkowa,pack,poland,3.25
1593,987,trident,singapore soft noodles,pack,australia,2.75
1594,986,paldo,jong-gah-jip kimchi ramen,pack,south korea,4.0
1595,985,ko-lee,go noodles thai hot & spicy tom yum,cup,uk,1.0
1596,984,sun noodle,ramen shoyu flavor,tray,usa,5.0
1597,983,sun noodle,tantanmen spicy sesame (mild),tray,usa,3.75
1598,982,sun noodle,ramen miso flavor,tray,usa,5.0
1599,981,s&s,saimin,pack,usa,4.0
1600,980,sun noodle,cold ramen soy sauce vinaigrette,tray,usa,4.0
1601,979,sun noodle,nama soba buckwheat noodle,tray,usa,4.0
1602,978,sun noodle,ramen pork flavor,tray,usa,5.0
1603,977,sun noodle,yakisoba,pack,usa,4.5
1604,976,nissin,donbei tensoba,bowl,japan,4.0
1605,975,ottogi,spaghetti ramen,bowl,south korea,4.5
1606,974,pot noodle,chilli beef flavour,cup,uk,2.25
1607,973,annie chun's,ramen house spicy chicken ramen,pack,usa,4.0
1608,972,springlife,spinach with organic noodles,pack,china,3.0
1609,971,annie chun's,soup bowl chinese chicken,bowl,usa,4.25
1610,970,annie chun's,noodle express spicy szechuan,tray,usa,2.0
1611,969,annie chun's,soup bowl vietnamese pho,bowl,usa,4.0
1612,968,annie chun's,noodle express teriyaki,tray,usa,3.0
1613,967,annie chun's,soup bowl south korean kimchi,bowl,usa,4.5
1614,966,annie chun's,ramen house spring vegetable ramen,pack,usa,4.0
1615,965,annie chun's,noodle express chinese chow mein,tray,usa,3.75
1616,964,nissin,raoh backfat rich soy sauce flavor,bowl,japan,5.0
1617,963,pot noodle,mr. chu’s golden noodle no. 7 sticky rib,cup,uk,3.25
1618,962,nongshim,bowl noodle soup spicy seafood flavor (new version),bowl,usa,4.25
1619,961,trident,chow mein soft noodles,pack,australia,2.75
1620,960,nissin,bowl noodles hot & spicy super picante,bowl,usa,3.25
1621,959,sakurai foods,arche naturküche ramen mit ingwer,pack,japan,3.25
1622,958,sakurai foods,soy sauce ramen,bowl,japan,4.25
1623,957,sakurai foods,100% vegetarian soy sauce flavor,pack,japan,4.25
1624,956,sakurai foods,sesame noodles,pack,japan,5.0
1625,955,sakurai foods,miso ramen,bowl,japan,4.0
1626,954,sakurai foods,arche naturküche japanische nudelsuppe,pack,japan,3.25
1627,953,sakurai foods,soy sauce ramen,pack,japan,4.75
1628,952,pot noodle,sweet & spicy,cup,uk,3.5
1629,951,vifon,pomidorowa (mild tomato),pack,poland,4.0
1630,950,ottogi,kiss myon,cup,south korea,3.75
1631,949,ko-lee,instant noodles chicken ,pack,uk,3.5
1632,948,trident,hot & spicy 2 minute noodles,pack,australia,3.5
1633,947,maruchan,yakisoba jalapeno cheddar,tray,usa,4.0
1634,946,right foods,dr. mcdougall's vegan chicken ramen,cup,usa,1.75
1635,945,pot noodle,jamaican jerk!,cup,uk,2.75
1636,944,wai wai,oriental style instant noodles (dry method),pack,thailand,3.0
1637,943,amino,zurek,pack,poland,3.25
1638,942,kamfen,e-men lobster soup,pack,china,3.25
1639,941,ko-lee,go noodles chicken special,pack,uk,3.75
1640,940,wai wai,sour soup flavor,pack,thailand,3.5
1641,939,pot noodle,sweet & sour,cup,uk,3.75
1642,938,maruchan,yakisoba four cheese,tray,usa,3.75
1643,937,mama,shrimp (tom yum),pack,thailand,3.75
1644,936,yamachan,mild tonkotsu,pack,usa,5.0
1645,935,maruchan,beef,cup,usa,3.5
1646,934,nongshim,jinjja jinjja flamin' hot & nutty,pack,usa,5.0
1647,933,paldo,kokomen spicy chicken,cup,south korea,4.5
1648,932,paldo,namja ramen (usa version),pack,south korea,5.0
1649,931,kamfen,dried mix noodles soya bean paste,tray,china,3.75
1650,930,maruchan,35% less sodium beef,cup,usa,3.5
1651,929,vina acecook,good artificial minced pork bean vermicelli,pack,vietnam,3.75
1652,928,kamfen,dried mix noodles artificial spicy pork,tray,china,4.0
1653,927,paldo,kokomen spicy chicken,bowl,south korea,4.75
1654,926,ibumie,vegemee vegetarian flavour,pack,malaysia,2.75
1655,925,emart,dare you! habanero ramen,pack,south korea,3.75
1656,924,maruchan,35% less sodium chicken,pack,usa,3.75
1657,923,ibumie,ladmee hot pepper,pack,malaysia,3.5
1658,922,sunlee,shitake mushroom vernicalli,bowl,thailand,1.25
1659,921,ottogi,jjajang bokki,bowl,south korea,3.5
1660,920,shirakiku,hot & spicy udon,pack,usa,3.0
1661,919,maruchan,35% less sodium beef,pack,usa,3.5
1662,918,nongshim,tempura udon flavor cup ramyun,cup,south korea,4.5
1663,917,vina acecook,good chicken abalone bean vermicelli,pack,vietnam,3.25
1664,916,goku uma,seafood flavor japanese noodles,bowl,japan,4.25
1665,915,wai wai,casserole beef flavour,pack,thailand,3.5
1666,914,nissin,ramen shop sapporo miso,pack,japan,4.0
1667,913,nongshim,spicy shrimp cup ramyun,cup,south korea,4.25
1668,912,maruchan,instant lunch shrimp,cup,usa,3.75
1669,911,nissin,top ramen cucharealo habanero shrimp,pack,usa,3.75
1670,910,paldo,namja ramyun,bowl,south korea,4.25
1671,909,indomie,kriuuk bawang,pack,indonesia,4.25
1672,908,sapporo ichiban,original flavor,cup,usa,3.5
1673,907,nongshim,neoguri spicy seafood,cup,south korea,4.0
1674,906,daddy,kari 365 curry flavour,pack,malaysia,5.0
1675,905,tradition,vegetable instant noodle soup,cup,usa,3.25
1676,904,myojo,ippei-chan yomise-no yakisoba oriental,tray,japan,4.75
1677,903,han's south korea,rice noodle with seafood flavored soup,tray,south korea,3.5
1678,902,sunlee,pho bo beef flavour rice stick,bowl,thailand,3.25
1679,901,sarimi,rasa ayam bawang,pack,indonesia,3.5
1680,900,maruchan,instant lunch chicken,cup,usa,3.5
1681,899,fmf,chow tomato ,pack,fiji,4.25
1682,898,long kow,crystal noodles savory shoyu,cup,china,1.5
1683,897,fmf,chow masala,pack,fiji,4.0
1684,896,vina acecook,good tomyum kung bean vermicelli,pack,vietnam,3.5
1685,895,supermi,sedaaap mi goreng,pack,indonesia,5.0
1686,894,han's south korea,rice noodle with kimchi flavored soup,tray,south korea,3.0
1687,893,paldo,bowl noodle shrimp flavor,bowl,south korea,3.25
1688,892,abc,selera pedas hot tomato soup flavor,pack,indonesia,4.5
1689,891,vina acecook,hao hao mushroom,pack,vietnam,2.75
1690,890,unif / tung-i,mushroom flavor ramen noodles,pack,vietnam,3.5
1691,889,yamachan,rich shoyu ramen,pack,usa,4.0
1692,888,yamachan,nagasaki sara udon chicken ,pack,usa,4.25
1693,887,yamachan,cold noodles with lemon soy dressing,pack,usa,4.0
1694,886,yamachan,tonkotsu-shoyu rich pork flavor ramen,pack,usa,4.75
1695,885,yamachan,miso ramen rich sapporo miso,pack,usa,5.0
1696,884,yamachan,miso ramen - mild,pack,usa,4.0
1697,883,yamachan,shio ramen seafood mild,pack,usa,4.5
1698,882,supermi,gobang,pack,indonesia,5.0
1699,881,han's south korea,rice noodle with hot & spicy,tray,south korea,3.25
1700,880,golden wheat,south korean style seafood,cup,china,2.75
1701,879,song hak,rice topokki,bowl,south korea,5.0
1702,878,nissin,top ramen short cuts lime chili,pack,usa,3.75
1703,877,nongshim,shin bowl (new),bowl,usa,4.25
1704,876,sarimi,soto koya pedasss,pack,indonesia,3.25
1705,875,sunlee,artificial chicken rice vermicelli,bowl,thailand,2.5
1706,874,fuji mengyo,nabeyaki udon,bowl,japan,3.5
1707,873,vifon,viet rice noodles chicken,pack,vietnam,3.5
1708,872,nongshim,chapagetti,bowl,usa,5.0
1709,871,dragonfly,artificial hot & sour shrimp,pack,china,4.0
1710,870,supermi,mi keriting rasa ayam bawang,pack,indonesia,3.75
1711,869,vina acecook,good chicken bean vermicelli,pack,vietnam,3.25
1712,868,cj cheiljedang,katsuobushi udon,bowl,south korea,3.75
1713,867,indomie,rasa coto makassar,pack,indonesia,4.0
1714,866,master kong,mianba,pack,china,4.0
1715,865,little cook,stewed duck,cup,thailand,3.0
1716,864,unif / tung-i,chinese spices tong tsai bean vermicelli,pack,taiwan,3.5
1717,863,indomie,special fried curly noodle (local),pack,indonesia,5.0
1718,862,nissin,top ramen short cuts roast chicken,pack,usa,4.25
1719,861,vina acecook,hao hao mi chay vegetarian,pack,vietnam,3.25
1720,860,baijia,artificial pickled cabbage fish,pack,china,2.75
1721,859,tradition,imitation chicken vegetarian,cup,usa,3.75
1722,858,indomie,rasa mi cakalang,pack,indonesia,4.5
1723,857,sempio,seafood vermicelli anchovy,bowl,south korea,4.25
1724,856,little cook,mushroom vegetarian,bowl,thailand,4.75
1725,855,vina acecook,bestcook hot & sour shrimp,bowl,vietnam,4.25
1726,854,long kow,crystal noodles hot & sour,bowl,china,3.5
1727,853,dongwon,raudong unfried noodle with kimchi,bowl,south korea,4.5
1728,852,supermi,sedaaap mi kuah rasa kari ayam,pack,indonesia,4.0
1729,851,dragonfly,artificial pork ribs,bowl,china,3.5
1730,850,nissin,top ramen short cuts chicken,pack,usa,4.0
1731,849,nissin,top ramen cucharealo tomato chicken,pack,usa,3.5
1732,848,golden wheat,south korean style spicy pork,cup,china,3.5
1733,847,itomen,sansai soba edible wld plant,bowl,japan,3.25
1734,846,vifon,mi kim chee,pack,vietnam,3.75
1735,845,nongshim,doong ji cold noodle chilled broth,pack,south korea,4.25
1736,844,maggi,2 minute noodles perencah asam laksa,pack,malaysia,4.0
1737,843,nissin,top ramen short cuts beef,pack,usa,3.5
1738,842,jml,artificial stew beef,bowl,china,3.75
1739,841,nongshim,chapagetti (south korean),pack,south korea,4.0
1740,840,chewy,stir rice vermicelli singaporean laksa,tray,china,3.75
1741,839,cj cheiljedang,mild bean curd stew,cup,south korea,2.0
1742,838,sarimi,soto koya gurih,pack,indonesia,4.0
1743,837,nissin,top ramen cucharealo picante chicken,pack,usa,4.5
1744,836,binh tay,mi chay vegetarian,pack,vietnam,3.5
1745,835,mr. noodles,shrimp,pack,canada,2.5
1746,834,indomie,mi goreng kriuuk pedas,pack,indonesia,3.75
1747,833,wai wai,vegetarian,pack,thailand,3.5
1748,832,dragonfly,mee goreng dry ramen noodles,pack,china,3.75
1749,831,vifon,instant porridge chicken,pack,vietnam,3.25
1750,830,seven-eleven,seven & i shoyu,cup,japan,4.5
1751,829,paldo,kko kko myun king cup,bowl,south korea,4.75
1752,828,paldo,seolleongtangmyeon,pack,south korea,3.5
1753,827,paldo,rabokki,pack,south korea,4.75
1754,826,paldo,namja,pack,south korea,5.0
1755,825,paldo,shoyu,cup,japan,3.25
1756,824,paldo,bibim men cucumber,pack,south korea,5.0
1757,823,paldo,kokomen spicy chicken,pack,south korea,5.0
1758,822,paldo,speed king bowl (prototype),bowl,south korea,3.5
1759,821,master kong,potatoes & stewed beef,pack,china,5.0
1760,820,sunlee,tom yum shrimp rice stick,bowl,thailand,3.75
1761,819,maruchan,tempura soba,pack,japan,4.0
1762,818,supermi,sedaaap mi kuah rasa soto,pack,indonesia,4.0
1763,817,souper,bowl ramen shrimp,bowl,taiwan,3.75
1764,816,vina acecook,oh! ricey phnom penh rice noodle,pack,vietnam,3.75
1765,815,chencun,stewde chicken of mushroom,cup,china,3.25
1766,814,indomie,beef,pack,indonesia,3.5
1767,813,mr. noodles,spicy chicken,pack,canada,2.0
1768,812,master kong,spicy beef,pack,china,3.75
1769,811,mr. noodles,vegetable,pack,canada,1.75
1770,810,abc,selera pedas mi goreng hot chicken lemon,pack,indonesia,4.25
1771,809,nongshim,neoguri mild (south korea),pack,south korea,4.0
1772,808,kim's bowl,vegetarian tom yum,bowl,thailand,3.5
1773,807,supermi,super rasa ayam bawang,pack,indonesia,4.0
1774,806,ohsung,hot spicy bowl with soy peptide,bowl,south korea,3.5
1775,805,acecook,super big ramen soy sauce,bowl,japan,1.25
1776,804,little cook,abalone chicken,cup,thailand,1.75
1777,803,master kong,premium taste roasted beef,bowl,china,4.0
1778,802,sarimi,isi 2 mi goreng rasa ayam kecap,pack,indonesia,4.5
1779,801,gau do,hot sour shrimp,pack,vietnam,3.75
1780,800,mr. noodles,chicken,pack,canada,3.0
1781,799,nongshim,bowl noodle savory chicken (new),bowl,usa,4.25
1782,798,golden wheat,south korean style pork,cup,china,3.0
1783,797,golden mie,vegetable,pack,dubai,3.75
1784,796,vina acecook,kingcook vegetable,pack,vietnam,3.0
1785,795,master kong,red oil dan dan,tray,china,2.75
1786,794,sarimi,soto koya jeruk nipis,pack,indonesia,4.75
1787,793,mr. noodles,spicy beef,pack,canada,1.75
1788,792,nongshim,bowl noodle spicy chicken (new),bowl,usa,4.5
1789,791,acecook,super big ramen tonkotsu,bowl,japan,1.0
1790,790,greenoodle,shiitake & soy sauce,pack,thailand,1.5
1791,789,supermi,gokar,pack,indonesia,4.0
1792,788,uni-president,100 beef with sauerkraut,pack,taiwan,4.75
1793,787,emart,ramen e ramen white broth,pack,south korea,5.0
1794,786,mr. noodles,beef,pack,canada,3.0
1795,785,sarimi,isi 2 rasa soto,pack,indonesia,3.5
1796,784,hankow,cai lin ji dry noodles,tray,china,3.25
1797,783,nissin,cup noodles salsa picante chicken,cup,usa,3.0
1798,782,nongshim,bowl noodle savory shrimp (new),bowl,usa,3.25
1799,781,vina acecook,kingcook beef,pack,vietnam,3.0
1800,780,ottogi,jin ramen (mild) (import),pack,south korea,3.5
1801,779,indomie,mi goreng kriuuk ayam,pack,indonesia,3.75
1802,778,mamee,express cup curry,cup,malaysia,2.5
1803,777,mr. noodles,oriental,pack,canada,2.75
1804,776,sarimi,isi 2 rasa kari spesial,pack,indonesia,3.75
1805,775,jml,seafood,bowl,china,3.0
1806,774,indomie,rasa sup sayuran vegan,pack,indonesia,2.25
1807,773,little cook,tvp stewed pork,bowl,thailand,3.5
1808,772,nongshim,bowl noodle hot & spicy beef (new),pack,usa,3.5
1809,771,mi sedaap,mi kuah rasa ayam bawang,pack,indonesia,4.0
1810,770,kailo,chicken,pack,hong kong,3.5
1811,769,nissin,cup noodles shrimp picante style,cup,usa,3.25
1812,768,fashion foods,oriental,bowl,thailand,0.25
1813,767,fashion foods,mushroom vegetarian,bowl,thailand,1.75
1814,766,fashion foods,beef pho,bowl,thailand,3.75
1815,765,super bihun,kuah rice noodles,pack,indonesia,4.5
1816,764,sempio,seafood noodle cup,bowl,south korea,3.5
1817,763,maggi,2 minute noodles tricky tomato,pack,india,3.25
1818,762,long kow,kimchi pickle bean vermicelli,pack,taiwan,1.5
1819,761,thai kitchen,garlic vegetable rice noodle,pack,usa,3.5
1820,760,nissin,big cup noodles roast chicken,cup,usa,3.25
1821,759,nongshim,bowl noodle savory lobster (new),bowl,usa,3.75
1822,758,jml,artificial stew pork,bowl,china,3.25
1823,757,indomie,mi goreng vegan,pack,indonesia,4.25
1824,756,daikoku,bikkuchigekara big chige,bowl,japan,3.75
1825,755,nongshim,udon ,bowl,south korea,4.25
1826,754,nongshim,ansungtangmyun (us version),pack,usa,3.75
1827,753,nongshim,soba,pack,south korea,4.25
1828,752,nongshim,bowl noodle savory tempura udon,bowl,usa,3.5
1829,751,nongshim,shin ramyun black onion,cup,south korea,5.0
1830,750,nongshim,bowl noodle spicy kimchi (new),bowl,usa,3.75
1831,749,sapporo ichiban,chow mein (new),pack,usa,5.0
1832,748,hosoonyi,naengmyeon combo,bowl,usa,3.75
1833,747,nissin,spoon-it chicken,pack,usa,3.5
1834,746,jml,artificial mushroom chicken,bowl,china,1.25
1835,745,nongshim,jinjja jinjja,pack,south korea,5.0
1836,744,payless,instant mami beef,pack,philippines,3.25
1837,743,mamee,express cup tom yum,cup,malaysia,3.75
1838,742,golden mie,chicken,pack,dubai,3.25
1839,741,wei lih,good good eat super ramen vegetable,pack,taiwan,2.75
1840,740,indomie,mi goreng sate (local),pack,indonesia,5.0
1841,739,jml,artificial spicy beef,bowl,china,3.5
1842,738,nissin,u.f.o. yakiosoba,bowl,japan,3.75
1843,737,gau do,chicken shrimp,pack,vietnam,2.5
1844,736,maruchan,yakisoba spicy vegetable,tray,usa,3.25
1845,735,ottogi,odongtong myon seafood,bowl,south korea,2.75
1846,734,indomie,mi goreng rasa ayam panggang jumbo (local),pack,indonesia,5.0
1847,733,indomie,rasa soto betawi,pack,indonesia,4.5
1848,732,indomie,curly noodle with chicken chilli paddi,pack,indonesia,4.25
1849,731,indomie,rasa mi kocok bandung,pack,indonesia,3.25
1850,730,indomie,rasa soto banjar limau kulit,pack,indonesia,5.0
1851,729,indomie,mi goreng jumbo beef,pack,indonesia,5.0
1852,728,indomie,rasa kari ayam medan,pack,indonesia,5.0
1853,727,indomie,rasa empal gentong,pack,indonesia,4.0
1854,726,indomie,mi goreng cakalang,pack,indonesia,4.0
1855,725,indomie,mi goreng instant cup noodles,cup,indonesia,5.0
1856,724,indomie,curly noodle with laksa chilli,pack,indonesia,3.5
1857,723,indomie,mi goreng barbecue chicken,pack,indonesia,5.0
1858,722,yamamoto,seafood ramen,bowl,japan,3.5
1859,721,nongshim,bowl noodle savory beef,bowl,usa,4.0
1860,720,golden mie,chicken curry,pack,dubai,3.75
1861,719,nissin,spoon-it beef,pack,usa,3.25
1862,718,ottogi,kiss myon,pack,south korea,3.75
1863,717,nissin,ramen bowl spicy chicken,bowl,usa,3.25
1864,716,vifon,hu tieu ca stewed fish,bowl,vietnam,3.75
1865,715,indomie,mi goreng rendang (import),pack,indonesia,5.0
1866,714,pulmuone,nature is delicious spicy,pack,south korea,3.75
1867,713,nissin,spoon-it creamy chicken,pack,usa,4.0
1868,712,four seas,seaweed,bowl,hong kong,3.25
1869,711,nongshim,hearty rice noodle beef,pack,south korea,4.25
1870,710,saigon ve wong,kung fu mixed foods,bowl,vietnam,2.75
1871,709,nissin,chow mein spicy chicken,tray,usa,3.25
1872,708,wu mu,pork flavor ramen,pack,taiwan,2.75
1873,707,mee jang,noodle soup spicy beef garlic onion,bowl,thailand,3.25
1874,706,unif,man han feast spring onion eel,bowl,taiwan,4.25
1875,705,golden wheat,south korean style beef,cup,china,3.5
1876,704,nissin,chow mein chinese chicken vegetable,tray,usa,4.0
1877,703,nissin,spoon-it rich hearty beef stew,pack,usa,3.5
1878,702,nissin,demae ramen black garlic oil tonkotsu,pack,japan,4.5
1879,701,nissin,big cup noodles lime chili shrimp,cup,usa,4.0
1880,700,nissin,chikin ramen (local),pack,japan,5.0
1881,699,nissin,cup noodles salsa picante shrimp,cup,usa,3.5
1882,698,nissin,chow mein orange chicken,tray,usa,4.0
1883,697,nissin,spoon-it rich hearty savory chicken,pack,usa,3.25
1884,696,nissin,big cup noodles spicy chicken,cup,usa,3.5
1885,695,jfc,japanese style noodle curry,bowl,japan,4.5
1886,694,vina acecook,kingcook chicken,pack,vietnam,3.5
1887,693,chewy,stir rice vermicelli indonesian gado gado,tray,china,2.25
1888,692,samyang,assorted vegetable ramen,pack,south korea,3.75
1889,691,mamee,express cup vegetarian,cup,malaysia,2.0
1890,690,maruchan,yakisoba savory soy sauce,tray,usa,3.75
1891,689,mee jang,noodle soup sour spicy shrimp tom yum,bowl,thailand,2.5
1892,688,ohsung,hong ramyun soy peptide hot spicy,pack,south korea,3.75
1893,687,nissin,cup noodles xo sauce seafood,cup,hong kong,3.75
1894,686,mi sedaap,mi segera mi goreng perisa sambal goreng,pack,indonesia,4.5
1895,685,indomie,rasa sup buntut oxtail soup,pack,indonesia,2.75
1896,684,dragonfly,artificial seafood,pack,china,3.75
1897,683,nongshim,udon garlic teriyaki,pack,south korea,4.75
1898,682,indomie,instant cup noodles mi goreng satay,cup,indonesia,4.25
1899,681,nongshim,hearty rice noodle black bean vegetable,pack,south korea,3.75
1900,680,vina acecook,kingcook shrimp,pack,vietnam,2.75
1901,679,mamee,express cup fried onion chicken,cup,malaysia,3.25
1902,678,wang,kitsune udon,bowl,south korea,4.0
1903,677,nongshim,shin ramyun shrimp,pack,china,4.5
1904,676,indomie,spicy coconut shrimp,pack,indonesia,4.75
1905,675,samyang,nagasaki jjampong,pack,south korea,4.75
1906,674,paldo,kko kko myun,pack,south korea,5.0
1907,673,ohsung,hong ramyun soup soy peptide mild,pack,south korea,3.25
1908,672,mug shot,chicken,pack,uk,3.0
1909,671,mug shot,spicy sweet & sour,pack,uk,3.0
1910,670,saigon ve wong,kung fu artificial chicken rice noodle,bowl,vietnam,3.5
1911,669,nissin,gozen tempura,bowl,japan,4.0
1912,668,saigon ve wong,kung fu vegetarian,bowl,vietnam,2.0
1913,667,nissin,ramen bowl kimchi,bowl,usa,3.0
1914,666,lishan,black rooster chicken,pack,taiwan,1.5
1915,665,mama,moo nam tok rice vermicelli,pack,thailand,3.25
1916,664,thai kitchen,bangkok curry rice noodle,pack,usa,2.75
1917,663,paldo,jjajangmen black bean,pack,south korea,4.0
1918,662,daikoku,shokuh kitsune udon,bowl,japan,4.25
1919,661,yamamoto,ponpoko tempura soba,bowl,japan,4.25
1920,660,lucky me!,beef na beef,pack,philippines,3.75
1921,659,nissin,ramen bowl spicy shrimp,bowl,usa,3.0
1922,658,paldo,hwa king cup,cup,south korea,3.5
1923,657,dragonfly,onion,pack,china,3.75
1924,656,nissin,ramen bowl hot & spicy,bowl,usa,3.75
1925,655,cap atoom bulan,mie telor asli,pack,indonesia,3.0
1926,654,mee jang,sour spicy chicken tom yum,bowl,thailand,3.25
1927,653,dragonfly,artificial pork ribs,pack,china,4.0
1928,652,sapporo ichiban,shio,pack,japan,5.0
1929,651,mi sedaap,mi segera mi sup perisa kari ayam,pack,indonesia,4.0
1930,650,dragonfly,artificial chicken,pack,china,4.0
1931,649,pot noodle,chicken & mushroom,cup,uk,3.75
1932,648,nongshim,seafood ramyun,pack,south korea,3.75
1933,647,sunlee,tom yum shrimp noodle,bowl,thailand,3.5
1934,646,yamamoto,shoyu,bowl,japan,4.25
1935,645,nongshim,oolongmen artificial chicken,cup,south korea,3.75
1936,644,sura,knife cut rice noodle,bowl,south korea,3.75
1937,643,wei chuan,miso vegetables,pack,taiwan,3.25
1938,642,little cook,spicy beef,cup,thailand,2.75
1939,641,vina acecook,hao hao shrimp onion,pack,vietnam,3.0
1940,640,master kong,artificial spicy beef,pack,china,4.25
1941,639,nissin,gozen kitsune udon,bowl,japan,5.0
1942,638,greenoodle,yakisoba,pack,thailand,3.0
1943,637,snapdragon,chinese mushroom rice noodle,cup,singapore,2.5
1944,636,yamamori,tom yam ramen pork,pack,japan,4.75
1945,635,ottogi,buckwheat bibim ramyon,pack,south korea,1.1
1946,634,baijia,sichuan hot pot sweet potato thread,bowl,china,0.5
1947,633,mr. udon,seafood selection,pack,south korea,3.5
1948,632,mr. udon,japanese miso,pack,south korea,2.75
1949,631,fashion foods,xo sauce,bowl,thailand,1.25
1950,630,ve wong,kung fu artificial mushroom pork,bowl,taiwan,1.25
1951,629,master kong,artificial braised beef,pack,china,4.25
1952,628,lucky me!,supreme la paz batchoy beef garlic,bowl,philippines,3.5
1953,627,omachi,spaghetti,pack,vietnam,3.75
1954,626,ottogi,yeul hot taste,bowl,south korea,3.5
1955,625,pot noodle,bombay bad boy,cup,uk,4.0
1956,624,master kong,artificial pork,pack,china,3.75
1957,623,wei wei,"""a"" series vegetarian",pack,taiwan,3.25
1958,622,daikoku,my friend vic tanuki udon,bowl,japan,4.75
